Nome do Jogo, Avaliação, Categoria 
Sudoku,4,80,Quebra-cabeçaPilha Palavras,4,70,PalavrasPalavras Conectadas,4,70,PalavrasSolitário,4,70,CartasEnergy,4,70,Quebra-cabeçaNarcos,4,60,EstratégiaVampire’s Fall,4,60,RPGWords of Wonders,4,60,PalavrasExiled Kingdoms,4,60,RPGCrazy Chef,4,60,EstratégiaBlock Puzzle,4,50,Quebra-cabeçaArchero,4,50,AçãoBuraco,4,50,CartasReal Racing 3,4,50,CorridaCaça-palavras,4,50,PalavrasFreeCell,4,50,CartasSpot Conect,4,50,Quebra-cabeçaJewels clássico ,4,50,Quebra-cabeçaSniper 3D,4,50,AçãoCodyCross,4,50,PalavrasTemple Run 2,4,40,AçãoPaciência,4,40,CartasAtirador de Bolhas,4,40,EstratégiaBasketball,4,40,EsportesEvil Lands,4,40,RPGEstalido Tênis 3D,4,40,EsportesCorrida de Rua 3D,4,40,CorridaSnowboard Master 3D,4,30,EsportesXadrez,4,20,EstratégiaFúria Sniper,4,20,AçãoCorrida de Moto Real 3D,4,20,CorridaPes 2019,4,20,EsportesNova Fantasia ,4,10,RPGFifa Futebol,4,10,EsportesThe Journey Jogo de surf,4,00,EsportesInfluence,4,00,EstratégiaOrder & Chaos 2,3,90,RPGCorrendo no carro,3,90,CorridaSuper Mario Run,3,80,AçãoFutebol,2,80,Esportes
